SOURCE_ID,ra,dec,parallax
1890860004899600000,342.23863664518854,33.60535181281013,0.5819344456051571
4127658704724800000,256.0470229341726,-21.164669653749492,3.088566223223177
1886742162054400000,345.41317626764396,31.050010057130496,1.5416756719027496
4127460655183600000,253.6520113399708,-19.99808260029601,0.29811838669655827
4136758297308000000,262.41144600523785,-15.60891701126273,0.42396437134362713
4127148634403200000,253.7047655278045,-21.016898096495765,0.17334659810928826
6053546538729200000,187.83929842075113,-64.04356947560889,0.5069470829849158
6053546744884800000,187.914225600388,-64.01259805319954,1.3151714110373105
4127585071811600000,256.3113895913638,-21.630565926218853,0.14608866944203444
5609246465608800000,107.1234821039716,-29.591936347991645,0.5335032466524962
4127153066797600000,253.63010312006992,-20.926449270462143,1.9286031292769614
6053501080863600000,186.19986854284693,-64.01170969736702,0.4227288715134192
5608347889732000000,103.15385382975965,-29.82781611942612,0.21084185538253797
4127483946782000000,252.71450826515223,-20.263257712606123,0.43029822306149274
4127163168578800000,254.14246832308288,-21.003013978616856,0.38899657284545874
1889893499821600000,344.1996313955955,31.76501008164382,1.1813375291601655
5981116897445200000,238.89908035970936,-52.8644844370594,0.28764011682696466
4136670125924000000,261.5501393720569,-16.084155836363536,0.3393684662538818
5981599033317600000,241.61983299035708,-50.97549718789933,0.7146520186260226
5981118409282800000,238.83079962028407,-52.783641602812224,0.6350245701465592
4127306822332400000,252.8655198503665,-20.862328473523295,0.10988042565545736
5981122944759200000,238.6955695516492,-52.666777264052875,0.025178220960940703
1889958714602000000,344.569776611147,32.636964521428666,0.1696122224138697
6053463040270800000,187.2439974951622,-64.1263237355125,0.15094457854566898
6053633778116400000,187.99612183435102,-63.388045155834426,0.4849717043398858
5981604393427600000,241.39217572365658,-50.85874629930948,1.194442541341528
5981410535772000000,241.0925302554837,-51.83229920321224,1.0534003966500654
4127600052643200000,256.4702034734383,-21.333186402612558,0.318884905728869
4127679286217200000,255.74724967368329,-20.997599928611212,0.5291994498705183
1892391800692400000,332.9014059603175,26.985559063576567,0.586059172483185
4127330637931200000,252.70470812422133,-20.646821196173317,0.3531523625053789
