source_id,ra,dec,parallax
4298430246528800000,297.2492081260531,8.176751660407637,0.8246960216409853
4298541125425600000,297.32604946414233,8.809375338656764,0.42699064686484206
4298061772701600000,296.5520672907555,7.691492083417608,1.532013195919666
4298063211513200000,296.5691893536276,7.760142015891666,0.14580690703824867
4298436083388400000,297.3591928993217,8.247688477757597,0.13390935394359035
4059981457653200000,261.5012769988696,-27.589263333729527,1.8357261102780673
4298316790687600000,298.97348469705577,8.281875319421285,0.3337125076842732
4298551497749600000,297.99544076595436,8.573837703225463,0.23965470894810498
4298551364624400000,298.0496259775883,8.580776829578424,0.1423731366461075
4298319466437600000,299.12128984988226,8.388803615140528,0.6699635825433403
4298321326173200000,298.91068545413253,8.380143740113551,0.23974196106188647
4298447460760800000,297.7406341929621,8.3133794564028,1.0182301157917006
4298077367726400000,296.2358283778544,7.847217932814872,0.5778065287499426
4298195569532000000,297.86127434019585,7.578755224692576,0.3023944488051308
4298450926798800000,298.0133957233805,8.351265451660552,0.1743531570413723
4298455981978000000,297.9739778168419,8.478182474456764,0.4755744493202339
4298568819370800000,297.8444381941457,8.705726312891713,0.41407605963916844
4298337956278800000,298.5646840553645,8.267082320929502,1.560310915589107
4298087538207600000,296.346398177366,8.05512957110035,0.041939195033799115
4298573114320400000,298.0849554275266,8.795791209407177,0.9841990337366024
4298090978482800000,296.8523702785708,7.95723068747746,0.7658927397426338
4298574213831600000,298.21927155632864,8.830360213330756,0.06128059995516182
4298464876853200000,297.5658773004298,8.445020366643968,0.43181643571852857
4298212130926400000,297.58874946720886,7.704730928910736,1.4056426342174717
4298575274689600000,298.1498148331204,8.855176784141403,0.25579064435345833
4298212646312800000,297.6241917951212,7.730185443116646,0.8383446059388451
4298466049379600000,297.77901249628695,8.413101032001254,0.022445714734582022
4298346232680000000,298.716687501972,8.382162691665162,1.1578424711077482
4298346305694000000,298.70627826471093,8.378700027457276,0.37569871848787995
4298094448816800000,296.7483140119981,7.963135609923421,2.00083812637259
4298576928251600000,298.06098002431725,8.857657573921319,0.36134892310793254
4298348466060000000,298.54743087414266,8.389617720983079,0.9745262243643714
4298218654964000000,297.55382799105683,7.846089741670753,0.44582082837661524
4298219209032800000,297.6065881917585,7.886701106603088,0.2602230414976776
4298352245630800000,298.3480190350635,8.30155569410736,0.4596685663132446
4298221442415600000,297.7976703853042,7.88973928400012,0.2625889259334819
4298356029502400000,298.22391179980457,8.329130043974052,0.7897123753632591
4298102278529200000,296.74053273360687,8.07088888331175,0.1177478120978076
4298357227793200000,298.1938887833377,8.379384173889733,0.41057384377060385
4298357472608800000,298.15133845115116,8.39337817570604,0.13188139526602372
4298479106096800000,297.1504323165605,8.303357216466416,0.3462741983353086
4298106646525200000,296.5201413543532,8.014547819096533,0.6337785876970041
4298111972286400000,296.5381630832914,8.106875340658497,1.3307812679677458
4298235564262800000,298.1203432659171,8.003815856387181,0.7712025036082037
4298600499036800000,298.390780889183,8.956593543833323,0.06935090891393247
4298488653788800000,297.2282428590546,8.381682741695363,0.2671474225039885
4298489620165600000,297.1694397850484,8.410386354911056,0.3461543465142692
4298604411748800000,298.20240641906884,9.042010642427186,0.1397440784210948
4298492089763200000,297.2387696100133,8.502945328742042,1.363114089412318
4298493331028000000,296.953334672695,8.331264010563734,0.28066344295868545
4298244424773600000,298.3546114591584,8.14075453915485,0.9322710028255714
4298495049003200000,296.97664405593935,8.375819323857021,0.8270893134617042
4298609634431200000,298.62368059559316,9.138955316945113,0.2755328219185424
4298382108545200000,299.06486784408884,8.719027568527524,0.07497474040624
4298384926050400000,298.9674707154251,8.72941623283033,0.6384543064388479
4298386575312000000,298.9690646263059,8.80784089932797,1.6267602685402143
4298253087735600000,297.96187552733716,8.147936290052685,0.06987170785824734
4298616132720400000,297.8173171976134,8.752402457205818,0.15832404615304407
4298130629629200000,298.09579094022945,7.382252051961372,0.47444638878335926
4298131037630000000,298.0869489889643,7.421684388961795,0.277546342561872
