pl_name,ra,dec,sy_dist
Kepler-1141 b,290.5436836,47.7259073,393.642
Kepler-772 b,291.423582,38.2165603,1130.21
HD 10180 f,24.4731133,-60.5114881,38.9607
HD 102329 b,176.6941567,3.4742143,217.107
Kepler-467 b,287.3629145,38.6497341,466.265
Kepler-1204 b,289.4415238,42.4981476,1175.22
Kepler-1343 b,294.294483,50.725385,1756.71
Kepler-1493 b,288.5493683,38.5651973,555.051
Kepler-263 c,292.4698022,37.5677941,754.747
Kepler-1374 b,291.3499783,45.1722521,1078.46
HD 45350 b,97.1902262,38.9627315,46.8733
HD 34445 d,79.4207483,7.3527156,46.0907
Kepler-673 b,290.7857595,50.0540561,918.21
Kepler-1223 b,285.2956462,44.5527542,459.957
Kepler-243 b,285.1104819,42.0339619,693.86
HD 12648 b,34.7480718,85.7365329,182.192
HIP 109384 b,332.408972,71.313956,58.9582
HD 66141 b,120.5662825,2.3350265,68.1509
Kepler-1301 b,286.6041816,42.4403309,854.28
Kepler-1143 c,287.302772,39.2896399,555.189
Kepler-415 b,293.8045041,38.6390517,530.487
Kepler-498 b,290.3581592,44.5187225,938.844
Kepler-1387 b,292.4403029,43.2093456,455.358
Kepler-149 d,285.8537014,38.3840916,571.034
Kepler-579 b,295.0020771,39.9528613,530.765
Kepler-228 d,296.2860853,48.2246328,1644.61
Kepler-174 c,287.4389454,43.8320052,384.757
Kepler-303 b,283.1354742,43.6567036,209.738
Kepler-301 c,283.982904,49.2329512,719.166
Kepler-223 c,298.3183909,47.2794824,1859.71
HD 37605 b,85.0074276,6.0595116,46.7864
Kepler-900 b,296.177272,46.9989635,487.525
Kepler-150 d,288.2341025,40.520897,891.092
Kepler-1602 b,293.5808607,40.4275396,629.804
Kepler-160 b,287.773573,42.8692755,937.013
Kepler-431 c,281.1123072,43.2277663,486.546
Kepler-1261 b,285.2324786,48.8066963,744.294
Kepler-162 b,297.2789115,43.7239693,855.641
Kepler-1274 b,284.5936858,46.4497364,614.648
Kepler-1117 b,292.0847866,49.2374206,568.487
Kepler-204 b,285.347162,41.761845,686.723
Kepler-1602 b,293.5808607,40.4275396,629.804
Kepler-740 b,286.4822566,46.692456,1442.02
Kepler-1131 b,295.6514492,49.2612954,1030.7
Kepler-221 c,296.6547477,46.8352242,385.231
Kepler-1496 b,293.9739359,45.3507167,1307.66
Kepler-930 b,298.3144494,42.2473698,848.396
Kepler-191 d,291.1833211,45.3230937,594.464
Kepler-860 b,295.5772681,46.2547028,1056.36
Kepler-319 c,288.8119782,39.7706431,503.436
Kepler-732 b,283.7317274,45.9585288,174.826
Kepler-1013 b,290.2481023,44.4352935,422.246
Kepler-257 c,297.3159994,46.0232642,780.256
Kepler-147 c,287.9757213,39.087168,1042.02
Kepler-272 c,299.1275257,47.5938319,889.608
KIC 7917485 b,299.4346094,43.6326069,1382.89
Kepler-1476 b,284.5320743,43.9898971,1002.74
NY Vir b,204.7005847,-2.0303873,544.024
Kepler-304 e,294.4418031,40.5575408,434.684
NN Ser c,238.2337015,12.9120871,515.818
Kepler-392 b,288.660826,43.3681938,681.428
Kepler-1316 b,298.8358277,40.2930714,800.871
Kepler-1505 b,292.0020614,41.7869639,495.148
Kepler-1546 b,297.5839183,41.5411993,931.956
Kepler-1056 b,299.5259832,46.8992561,982.51
Kepler-331 d,291.8343455,39.3073462,580.119
Kepler-672 b,291.7219993,49.4808492,1033.93
Kepler-178 b,287.1010275,46.8964033,716.025
Kepler-775 b,291.4332781,41.7033162,398.676
Kepler-959 b,292.171185,40.8113849,807.729
Kepler-623 b,296.9867284,47.4773531,737.702
Kepler-299 c,283.2070156,48.5805222,1052.24
Kepler-1497 b,296.196155,45.6343124,
Kepler-259 c,288.2119707,46.6150461,1002.14
Kepler-866 b,290.1222112,43.085407,646.667
Kepler-278 c,290.1072124,38.7022694,443.03
Kepler-605 b,287.2954015,43.2798677,556.58
Kepler-735 b,284.6888328,46.1721391,695.059
Kepler-179 b,298.6636163,47.7619329,605.68
Kepler-1056 b,299.5259832,46.8992561,982.51
Kepler-1009 b,282.8598614,42.6658336,355.019
Kepler-108 b,294.5589885,46.0623952,338.732
Kepler-284 c,293.1465698,47.7297053,1031.95
Kepler-226 c,292.3760942,47.8809596,980.138
Kepler-552 b,290.7476903,48.2419838,843.689
Kepler-133 b,297.2778906,48.3203542,653.6
Kepler-1015 b,292.7573088,43.4268439,739.357
Kepler-824 b,290.477406,39.7319975,1201.4
Kepler-225 b,292.1939846,47.4570808,561.101
Kepler-207 d,290.0305195,42.1660555,875.519
Kepler-144 b,281.9156128,42.7755535,384.917
Kepler-1079 b,299.5495794,45.7696769,591.098
Kepler-1109 b,291.6462654,39.3966122,685.087
HD 11964 b,29.2884252,-10.2434693,33.5369
HD 34445 e,79.4207483,7.3527156,46.0907
Kepler-877 b,289.8591023,46.5227429,602.176
Kepler-354 b,285.7515347,41.3356739,554.064
Kepler-861 b,292.3539624,46.2262465,850.327
Kepler-999 b,299.6604865,46.1984679,545.063
Kepler-794 b,288.1336793,38.9968923,931.192
Kepler-1003 b,292.0204349,44.8762427,941.902
Kepler-1539 b,284.2194566,44.2685146,748.326
Kepler-1319 b,290.9564463,49.3667933,103.917
Kepler-573 b,289.5211955,51.2374057,771.471
Kepler-80 d,296.1125759,39.9787451,369.451
Kepler-306 d,288.5387145,40.6160545,775.679
Kepler-251 c,296.5662171,44.1058077,924.625
Kepler-279 d,287.391295,42.194822,1037.4
Kepler-265 e,290.5104788,41.244743,1280.25
Kepler-1398 b,294.8661073,48.6389923,852.204
Kepler-1299 b,286.1501263,37.4113438,1404.94
Kepler-658 b,282.983621,47.5783897,388.384
Kepler-256 b,292.58042,46.0973588,1026.43
Kepler-1413 b,294.3416065,46.4987624,1167.49
Kepler-1434 b,295.5384415,51.2030002,775.529
Kepler-1111 b,295.4634045,45.8127697,841.536
OGLE-TR-111 b,163.324115,-61.4056976,1068.33
Kepler-1050 b,282.9249847,48.6264015,490.488
Kepler-1135 b,286.0029904,44.7565551,1314.64
Kepler-69 b,293.2609013,44.8688656,730.625
Kepler-265 c,290.5104788,41.244743,1280.25
Kepler-695 b,299.3160934,40.8223815,842.947
Kepler-217 b,293.0377331,46.2775223,1104.64
Kepler-202 b,282.9734874,41.3217991,285.111
Kepler-741 b,289.4317294,46.6174978,1661.87
Kepler-1237 b,295.6292745,44.6905815,1064.31
Kepler-1020 b,292.672471,46.3772776,415.358
Kepler-886 b,286.2717162,43.5952037,711.297
Kepler-254 b,288.1646541,45.8164257,1389.48
Kepler-224 c,290.9342679,47.3575414,782.088
Kepler-928 b,289.920676,41.5427758,508.809
HD 77338 b,135.3022475,-25.5282343,45.935
Kepler-1477 b,281.2985305,42.6856727,680.828
47 UMa b,164.8647611,40.4304931,13.7967
Kepler-400 b,290.9444679,40.4800528,845.97
Kepler-1102 b,281.3225917,48.0664955,1246.05
Kepler-179 c,298.6636163,47.7619329,605.68
Kepler-364 c,281.5699998,47.3986233,891.462
Kepler-701 b,288.99418,41.6333125,774.152
Kepler-317 b,294.9438822,39.0320499,940.584
Kepler-235 b,286.0790779,39.278237,428.018
Kepler-657 b,291.1973006,47.3077545,1691.88
Kepler-207 d,290.0305195,42.1660555,875.519
Kepler-590 b,296.3855467,48.2334177,1421.81
Kepler-554 b,296.4068982,51.3581938,690.525
Kepler-1069 b,290.9792378,47.9889097,695.967
Kepler-1197 b,291.6693437,42.5907441,486.94
Kepler-1317 b,291.6118842,42.1159787,728.303
Kepler-1071 b,293.0579794,45.2487472,1042.27
Kepler-1538 b,283.345611,45.2743573,1125.3
Kepler-116 b,294.7420605,43.5367842,955.168
Kepler-1556 b,288.3969751,40.2131892,944.54
Kepler-1408 b,282.6998783,45.4257884,535.048
Kepler-623 b,296.9867284,47.4773531,737.702
Kepler-987 b,289.4110582,46.1308443,914.126
Kepler-679 b,296.0213374,50.5678019,922.244
Kepler-1127 b,293.2173563,42.7205846,842.459
Kepler-976 b,289.8696232,46.7296855,1012.41
Kepler-253 c,291.8419337,44.858124,838.595
Kepler-1029 b,292.1328738,41.5474786,366.656
Kepler-150 d,288.2341025,40.520897,891.092
Kepler-1587 b,292.6777294,49.6638666,1026.48
Kepler-206 c,291.6346564,41.8338415,594.447
Kepler-223 d,298.3183909,47.2794824,1859.71
Kepler-953 b,288.9716297,44.6246451,258.893
CoRoT-8 b,291.5885696,1.4262972,322.037
Kepler-1402 b,291.8478341,48.9681664,1493.64
Kepler-446 c,282.2501047,44.921002,96.339
Kepler-1410 b,290.5102933,38.743501,
Kepler-1421 b,286.5806115,48.5442312,783.401
Kepler-442 b,285.3666029,39.2800704,365.965
Kepler-1426 b,292.5457096,49.4168981,1697.81
Kepler-357 d,291.2429746,44.0086337,688.573
Kepler-310 b,288.839278,46.9867472,602.268
Kepler-229 b,286.9994758,48.3757867,826.265
Kepler-389 c,291.9600082,44.9000587,816.559
Kepler-402 c,288.3701976,43.3546109,625.339
Kepler-1005 b,286.2858998,43.3205085,567.806
Kepler-625 c,292.1504723,39.6375254,760.708
Kepler-318 b,298.4828337,46.7936357,489.141
Kepler-911 b,298.5891948,40.7506921,556.168
Kepler-239 b,294.2020505,40.6633313,648.109
Kepler-1177 b,286.6714813,49.4062964,1299.97
Kepler-563 b,292.4461832,46.2897548,565.207
Kepler-122 c,291.1118647,39.9490248,1027.45
Kepler-271 d,283.0029316,44.284108,404.542
Kepler-1453 b,286.1255037,47.9475586,1196.04
Kepler-217 c,293.0377331,46.2775223,1104.64
Kepler-172 e,283.3684093,41.821839,828.592
HD 224693 b,359.9749837,-22.4279999,93.5015
Kepler-520 b,293.1802903,41.6177408,623.901
Kepler-336 c,290.2376224,41.3313637,768.86
Kepler-1050 c,282.9249847,48.6264015,490.488
Kepler-1220 b,297.070398,42.9777396,961.907
Kepler-233 c,296.3665054,51.3194548,856.417
Kepler-1398 b,294.8661073,48.6389923,852.204
Kepler-754 b,293.2541121,37.8461519,1770.27
Kepler-1395 b,292.3374945,47.6641732,492.894
Kepler-114 b,294.121482,48.3497977,259.533
Kepler-530 b,283.3402948,48.549062,457.709
Kepler-296 d,286.5400278,49.4372614,
Kepler-376 b,291.6071451,38.4103192,923.067
Kepler-601 b,282.0046852,42.1764657,414.825
Kepler-1474 b,294.6940261,45.866809,1180.9
Kepler-279 b,287.391295,42.194822,1037.4
Kepler-326 c,294.3255898,46.0022646,487.675
Kepler-328 b,295.8092756,40.0084866,2213.19
Kepler-1490 b,295.6935734,42.6094543,862.92
Kepler-159 b,297.0702037,40.868734,373.744
Kepler-270 b,282.2001207,44.4222795,948.781
Kepler-604 b,292.3159795,42.6262429,1026.49
Kepler-224 e,290.9342679,47.3575414,782.088
Kepler-434 b,293.5863887,42.9288624,1222.54
Kepler-1557 b,293.8813592,46.8388172,1380.16
Kepler-1286 b,280.2583709,43.8357433,1354.46
Kepler-809 b,289.0836324,48.0180689,961.405
Kepler-1171 b,294.9589285,38.5915968,573.0
Kepler-1490 b,295.6935734,42.6094543,862.92
Kepler-226 d,292.3760942,47.8809596,980.138
Kepler-297 c,283.2091605,48.7776156,692.14
Kepler-910 b,296.0472937,42.7429414,400.289
Kepler-1426 b,292.5457096,49.4168981,1697.81
Kepler-545 b,290.5663221,40.6920756,818.001
Kepler-786 b,293.7439223,38.9392217,485.318
Kepler-1260 b,295.5912652,42.5552261,1734.43
Kepler-1499 b,283.986348,41.6505091,309.869
Kepler-1544 b,297.2852168,49.2124526,335.09
Kepler-143 b,298.0676519,49.412541,809.467
Kepler-643 b,290.3272423,42.8982283,1063.58
Kepler-379 b,295.7010981,38.9458209,731.274
HD 12661 c,31.1423525,25.4135632,37.8478
Kepler-295 d,285.3458383,45.3677754,1699.19
Kepler-1492 b,288.5970695,41.0363254,331.553
Kepler-550 b,297.7001786,47.8637046,531.944
Kepler-357 c,291.2429746,44.0086337,688.573
Kepler-477 b,288.067445,42.355305,
Kepler-1642 b,297.2121215,43.643789,413.873
Kepler-1183 b,292.2324228,38.8921946,1919.19
Kepler-343 b,291.960662,42.4329567,927.193
Kepler-376 c,291.6071451,38.4103192,923.067
Kepler-245 d,291.6389972,42.4363482,861.527
Kepler-257 d,297.3159994,46.0232642,780.256
Kepler-340 b,295.933471,40.3005515,808.762
Kepler-860 b,295.5772681,46.2547028,1056.36
Kepler-1520 b,290.9662102,51.5047656,607.917
Kepler-124 d,286.7527322,49.0648788,420.046
Kepler-1254 c,285.1733174,48.7700099,622.818
HD 13908 c,34.5609102,65.5941901,79.5515
HD 73534 b,129.8153421,12.9599703,83.3321
Kepler-1581 b,287.3713199,39.6036225,493.175
Kepler-257 b,297.3159994,46.0232642,780.256
Kepler-310 d,288.839278,46.9867472,602.268
Kepler-753 b,291.9032411,37.9023677,274.767
Kepler-953 c,288.9716297,44.6246451,258.893
Kepler-1180 b,295.8874773,43.1559952,1596.8
Kepler-527 b,290.957913,47.4062673,750.04
GJ 3138 d,32.2977385,-16.3392495,28.4712
Kepler-382 b,299.1362435,45.8699582,935.446
Kepler-929 b,298.4811022,41.6152603,1311.23
Kepler-1053 b,291.4186349,39.1273664,151.129
Kepler-1325 b,285.0171505,42.085312,973.368
Kepler-496 b,291.6408978,41.2411044,605.274
Kepler-1478 b,293.1650085,41.746184,1845.58
Kepler-1089 b,291.0926509,49.1901729,259.328
Kepler-433 b,297.5936232,40.9772546,1878.31
Kepler-263 b,292.4698022,37.5677941,754.747
HD 163607 b,268.4181383,56.3924701,67.7855
HD 34445 f,79.4207483,7.3527156,46.0907
HD 108874 b,187.6126029,22.8794399,59.5175
Kepler-919 b,298.1147862,48.4943834,1119.87
Kepler-1556 b,288.3969751,40.2131892,944.54
HD 34445 b,79.4207483,7.3527156,46.0907
HD 40979 b,91.1253346,44.2597855,34.0883
Kepler-1343 b,294.294483,50.725385,1756.71
Kepler-258 c,294.0684116,46.5791357,575.988
Kepler-354 d,285.7515347,41.3356739,554.064
Kepler-1502 b,296.1079271,39.3199201,1514.02
Kepler-174 d,287.4389454,43.8320052,384.757
Kepler-842 b,292.3285976,49.6535171,532.726
Kepler-1096 b,294.7094688,45.9695533,377.976
Kepler-606 b,292.42737,44.3812406,1215.11
Kepler-1080 b,296.4644914,49.1828952,1382.82
Kepler-217 b,293.0377331,46.2775223,1104.64
Kepler-219 b,288.7389481,46.7625929,787.07
Kepler-40 b,296.8136883,47.5265446,2305.01
Kepler-164 d,287.7808115,47.6298453,890.758
Kepler-909 b,289.5063796,45.3709728,309.596
Kepler-679 b,296.0213374,50.5678019,922.244
Kepler-1459 b,282.4229401,46.0139761,455.479
Kepler-379 c,295.7010981,38.9458209,731.274
Kepler-813 b,285.6626752,48.4353251,
Kepler-544 b,294.0290734,39.0517893,963.18
Kepler-847 b,283.5048144,49.4509371,513.103
Kepler-1552 b,291.6768669,38.8749152,769.096
Kepler-329 b,299.2681646,45.2272852,439.719
Kepler-566 b,291.5544735,47.8144362,564.277
Kepler-229 c,286.9994758,48.3757867,826.265
Kepler-1086 c,295.251187,45.8429537,466.084
Kepler-366 b,296.8520316,49.0844359,1856.28
Kepler-221 e,296.6547477,46.8352242,385.231
Kepler-361 b,296.8034146,46.7411011,930.32
Kepler-1048 b,281.8983042,42.1657112,556.006
Kepler-1444 b,285.3306799,42.0405016,319.675
Kepler-739 b,290.067994,46.5791535,1370.65
Kepler-1272 b,285.2197605,38.8058393,1206.37
Kepler-1489 b,281.2957984,44.4654063,1283.05
HD 34445 g,79.4207483,7.3527156,46.0907
Kepler-169 f,285.9999204,40.9193822,406.529
Kepler-170 b,284.5211975,41.6296562,738.657
Kepler-518 b,287.090019,41.3737576,337.901
Kepler-438 b,281.6457236,41.9510686,
Kepler-1596 b,285.5575066,49.3300866,2146.23
Kepler-581 b,295.4326552,40.6481874,703.758
Kepler-968 c,285.6025889,50.1120401,290.324
Kepler-1611 b,296.5120204,49.7277506,908.444
Kepler-114 c,294.121482,48.3497977,259.533
KIC 5437945 b,288.4749028,40.6512848,1274.01
Kepler-1339 b,283.7457695,48.373469,371.049
Kepler-153 c,282.460502,48.2570293,459.368
Kepler-336 d,290.2376224,41.3313637,768.86
Kepler-42 b,292.2196,44.6173667,40.0595
Kepler-40 b,296.8136883,47.5265446,2305.01
Kepler-512 b,298.2689217,48.9167391,467.375
Kepler-1307 b,292.8698348,46.7418679,1014.62
Kepler-528 b,295.6848595,47.7480914,784.23
HD 187085 b,297.3915731,-37.7809929,45.8993
Kepler-715 b,283.6307971,43.3793638,1327.44
HD 200964 c,316.6664183,3.8033357,72.5922
Kepler-194 d,291.971429,47.8640498,1097.97
Kepler-1396 b,294.3363936,44.9182296,1066.46
Kepler-1400 b,286.2716827,45.4408055,752.237
Kepler-120 c,287.8915707,39.3390979,388.63
Kepler-405 b,291.4094615,38.3400107,1065.08
Kepler-349 c,293.6764689,44.6155972,940.724
Kepler-1435 b,291.1732806,44.9210836,704.211
Kepler-1450 b,294.5536825,45.0813011,505.829
Kepler-760 b,287.5931997,44.1794278,792.336
Kepler-623 b,296.9867284,47.4773531,737.702
Kepler-174 c,287.4389454,43.8320052,384.757
Kepler-161 b,290.5164698,43.0838642,434.632
Kepler-579 b,295.0020771,39.9528613,530.765
Kepler-1327 b,289.0648073,50.4609183,678.069
Kepler-1093 c,284.9780251,41.4202077,1072.88
HD 3651 b,9.8387218,21.2488844,11.1336
Kepler-359 b,293.2936129,42.1963497,1443.21
Kepler-287 b,290.9274282,48.4434588,835.86
Kepler-838 b,285.4354695,45.975959,1104.04
Kepler-215 c,294.9735313,45.2136867,485.997
Kepler-1456 b,286.9453381,43.8228023,370.312
Kepler-919 b,298.1147862,48.4943834,1119.87
Kepler-672 b,291.7219993,49.4808492,1033.93
Kepler-597 b,293.4700919,39.2528182,663.418
Kepler-117 b,288.7930651,48.040176,1455.57
Kepler-561 b,293.7471107,45.1071981,621.378
Kepler-292 b,295.7661979,42.4242822,1056.48
Kepler-112 c,296.9811361,43.2097025,513.206
Kepler-940 b,294.2413053,47.2759642,1260.78
Kepler-976 b,289.8696232,46.7296855,1012.41
Kepler-164 b,287.7808115,47.6298453,890.758
Kepler-1034 b,286.1154093,37.9669464,654.549
Kepler-284 b,293.1465698,47.7297053,1031.95
Kepler-417 b,293.8241813,42.779648,973.989
Kepler-682 b,289.1122204,51.7373589,1979.25
Kepler-542 b,292.2149697,38.5485469,436.016
Kepler-1254 b,285.1733174,48.7700099,622.818
Kepler-726 b,291.7172776,44.8873466,762.081
Kepler-309 c,297.5098911,46.9614121,544.568
Kepler-1031 b,296.0898796,48.9554121,682.882
Kepler-442 b,285.3666029,39.2800704,365.965
Kepler-288 b,288.9163997,39.5947523,1194.15
Kepler-1173 b,293.1311803,45.6634153,377.06
Kepler-1233 b,297.3750954,46.6622201,1178.7
HD 113538 b,196.233933,-52.4463502,16.2817
Kepler-191 c,291.1833211,45.3230937,594.464
HD 121504 b,209.3199062,-56.0404085,41.6592
GJ 1148 b,175.4326081,42.7515862,11.0143
Kepler-1187 b,286.8919996,38.3185034,1020.53
Kepler-1627 b,284.0566675,41.5767277,317.437
HD 20781 b,50.0139757,-28.7841175,35.9715
Kepler-1128 b,293.063315,39.4034052,1083.41
Kepler-948 b,293.3002774,41.5233244,868.017
Kepler-360 c,286.2847077,44.7815817,876.044
Kepler-293 c,286.3580611,42.4064917,974.633
Kepler-174 b,287.4389454,43.8320052,384.757
Kepler-610 b,293.1713241,45.0655934,845.824
Kepler-283 b,293.6137413,47.838938,468.094
Kepler-214 b,284.7548499,44.95605,1208.44
Kepler-348 b,297.2550814,40.5483883,570.783
Kepler-225 b,292.1939846,47.4570808,561.101
Kepler-1323 b,292.8722515,46.098729,465.417
Kepler-1243 b,294.009397,42.8807779,758.17
Kepler-382 c,299.1362435,45.8699582,935.446
Kepler-79 d,300.5171067,44.3815508,1020.72
Kepler-911 b,298.5891948,40.7506921,556.168
Kepler-597 b,293.4700919,39.2528182,663.418
Kepler-224 c,290.9342679,47.3575414,782.088
Kepler-688 b,294.6552312,39.3083446,1357.75
Kepler-1620 b,297.2709026,46.9284743,895.069
Kepler-155 b,288.4957831,51.0819286,293.499
Kepler-1144 b,290.0432936,47.2578857,1140.57
Kepler-306 d,288.5387145,40.6160545,775.679
Kepler-112 b,296.9811361,43.2097025,513.206
Kepler-327 c,292.6422963,44.0876251,241.987
Kepler-1617 b,287.9371747,46.4184781,898.31
Kepler-736 b,285.3913092,46.1809293,1005.43
Kepler-287 c,290.9274282,48.4434588,835.86
Kepler-1066 b,298.866621,46.5022325,344.251
Kepler-306 b,288.5387145,40.6160545,775.679
Kepler-254 c,288.1646541,45.8164257,1389.48
Kepler-341 c,289.8615609,43.4727412,1047.03
Kepler-257 d,297.3159994,46.0232642,780.256
Kepler-1194 b,291.6994841,38.1452065,757.382
Kepler-267 d,299.8305655,47.1575741,264.993
Kepler-1420 b,296.2038586,42.7778165,1054.37
Kepler-110 b,292.9291693,48.6028303,586.531
Kepler-331 c,291.8343455,39.3073462,580.119
Kepler-386 c,289.8589165,48.6938077,882.462
Kepler-1039 b,298.3266169,45.3154212,306.91
Kepler-368 c,291.880018,45.3878419,770.978
Kepler-860 b,295.5772681,46.2547028,1056.36
Kepler-1093 b,284.9780251,41.4202077,1072.88
Kepler-356 c,292.4210998,37.6827919,707.559
Kepler-1158 b,292.2339048,41.5751832,1484.25
Kepler-286 d,290.6761874,48.2942362,1226.85
Kepler-248 b,293.0613138,43.5813577,738.792
Kepler-184 c,291.9518784,43.0746172,610.326
Kepler-1388 c,283.3360156,47.1744499,453.795
Kepler-150 d,288.2341025,40.520897,891.092
Kepler-204 b,285.347162,41.761845,686.723
Kepler-296 c,286.5400278,49.4372614,
Kepler-1200 b,296.6034317,44.1292537,588.715
HD 110014 b,189.8111935,-7.9956702,100.758
HD 2039 b,6.0851069,-56.649988,85.6922
Kepler-142 d,295.1190067,48.4813635,548.686
Kepler-1549 b,286.0524399,39.0960281,803.052
Kepler-1510 b,298.9591432,48.2578295,1696.25
Kepler-1186 b,288.4796333,47.1017438,1337.25
Kepler-1580 b,285.9687099,41.3635264,1002.02
Kepler-825 b,294.769825,39.3984081,807.85
Kepler-1344 b,287.0862799,46.9457998,853.959
Kepler-496 b,291.6408978,41.2411044,605.274
Kepler-745 b,291.4994412,37.0592571,1780.38
Kepler-602 b,296.0318985,42.1418634,1159.31
Kepler-1344 b,287.0862799,46.9457998,853.959
Kepler-231 b,293.9733913,50.531846,316.618
Kepler-729 b,286.3600604,45.4142664,1921.15
NGC 2682 Sand 364 b,132.4866957,11.6924845,817.192
Kepler-1459 b,282.4229401,46.0139761,455.479
Kepler-342 d,292.6780488,46.7266813,781.611
Kepler-354 c,285.7515347,41.3356739,554.064
Kepler-150 d,288.2341025,40.520897,891.092
Kepler-357 d,291.2429746,44.0086337,688.573
Kepler-142 d,295.1190067,48.4813635,548.686
Kepler-710 b,291.9641255,42.6961308,1448.34
Kepler-247 c,288.6425609,43.0393769,663.711
Kepler-714 b,282.6994685,43.2727437,2083.37
Kepler-202 c,282.9734874,41.3217991,285.111
Kepler-561 c,293.7471107,45.1071981,621.378
Kepler-108 c,294.5589885,46.0623952,338.732
Kepler-554 b,296.4068982,51.3581938,690.525
Kepler-191 b,291.1833211,45.3230937,594.464
Kepler-1035 b,289.042243,42.8824991,562.116
Kepler-194 b,291.971429,47.8640498,1097.97
Kepler-241 c,292.9131121,41.0609786,
Kepler-272 c,299.1275257,47.5938319,889.608
Kepler-349 b,293.6764689,44.6155972,940.724
Kepler-171 c,296.7719082,41.7555958,863.855
Kepler-368 b,291.880018,45.3878419,770.978
Kepler-275 c,292.4797004,38.5149018,2034.25
Kepler-518 b,287.090019,41.3737576,337.901
Kepler-983 b,285.1042243,45.0080745,714.437
Kepler-642 b,293.8345542,42.624948,781.582
Kepler-674 b,285.1761864,50.1496897,342.254
Kepler-527 b,290.957913,47.4062673,750.04
Kepler-524 b,296.8591787,49.1620125,1058.24
Kepler-903 c,288.7710137,40.6641771,1369.24
Kepler-1145 b,295.3081524,43.0444026,691.961
Kepler-83 c,282.2325197,43.6655662,400.409
Kepler-203 c,297.089959,41.3880686,703.302
Kepler-390 b,291.6288086,41.2088351,435.277
Kepler-891 b,291.0837644,40.3552252,2340.58
Kepler-481 b,291.9069862,49.262076,813.724
Kepler-215 d,294.9735313,45.2136867,485.997
Kepler-729 b,286.3600604,45.4142664,1921.15
Kepler-1069 b,290.9792378,47.9889097,695.967
Kepler-971 b,284.0945699,41.1828131,338.522
HD 31253 b,73.6822877,12.3520103,58.1438
Kepler-376 b,291.6071451,38.4103192,923.067
Kepler-1212 b,296.8534096,50.0373196,1316.57
Kepler-206 b,291.6346564,41.8338415,594.447
Kepler-1169 b,294.9115874,46.4914718,522.823
Kepler-215 c,294.9735313,45.2136867,485.997
Kepler-1074 b,284.4766869,46.2526781,250.817
Kepler-202 b,282.9734874,41.3217991,285.111
Lupus-TR-3 b,232.5774696,-42.9799461,773.409
Kepler-1422 b,293.8902214,48.3360926,2465.84
Kepler-920 c,284.2969363,49.1585983,1001.68
Kepler-678 b,295.4552577,50.4945093,1826.15
Kepler-755 b,296.8609348,41.0973178,399.034
HD 34445 b,79.4207483,7.3527156,46.0907
HD 52265 b,105.0746449,-5.3668142,29.9803
Kepler-1573 b,292.9883129,49.4849664,1455.36
GJ 581 c,229.8564725,-7.7226935,6.2981
HIP 57274 b,176.1705487,30.9576484,25.8618
HD 285507 b,61.755663,15.3349441,45.0293
HD 13808 b,33.1780708,-53.7437591,28.2305
Kepler-1531 b,285.146622,39.3708055,666.334
HD 34445 c,79.4207483,7.3527156,46.0907
Kepler-631 b,296.885724,40.2281717,761.966
Kepler-39 b,296.9603348,46.0342954,1057.41
Kepler-275 c,292.4797004,38.5149018,2034.25
Kepler-1025 b,284.510214,43.9615628,803.776
Kepler-827 b,294.9660027,42.7085608,2046.68
Kepler-1014 b,285.1219875,44.1105331,624.8
Kepler-185 c,282.4681674,43.8899464,466.735
Kepler-317 c,294.9438822,39.0320499,940.584
HD 49674 b,102.8773483,40.8672284,43.0399
Kepler-1036 b,295.1817093,49.9458172,489.435
Kepler-1349 b,286.3385562,48.7442697,276.323
Kepler-1365 b,292.1996573,42.0459944,840.128
Kepler-333 c,292.2861201,40.9135429,324.413
Kepler-372 c,291.2562253,49.2589288,1493.95
Kepler-69 c,293.2609013,44.8688656,730.625
Kepler-258 b,294.0684116,46.5791357,575.988
Kepler-853 b,283.936781,49.1102748,568.676
HD 11964 b,29.2884252,-10.2434693,33.5369
Kepler-332 b,286.6627811,47.4136938,344.19
Kepler-310 c,288.839278,46.9867472,602.268
Kepler-133 b,297.2778906,48.3203542,653.6
Kepler-1535 b,286.613685,38.8919507,897.733
Kepler-828 b,286.8872555,42.4712271,575.322
Kepler-118 b,299.2131881,41.4248195,574.228
Kepler-1104 b,294.4685197,49.3309789,530.658
Kepler-335 c,296.0642944,45.4285986,1278.97
HD 134987 c,228.3675397,-25.3096721,26.1804
Kepler-380 c,282.3947017,48.7591334,813.713
Kepler-286 b,290.6761874,48.2942362,1226.85
Kepler-639 b,292.1868271,41.726944,850.242
Kepler-184 d,291.9518784,43.0746172,610.326
Kepler-178 c,287.1010275,46.8964033,716.025
Kepler-264 b,292.044628,37.3761861,942.173
Kepler-873 b,296.4031319,51.2712773,1182.22
Kepler-479 b,291.0218899,37.7698734,344.901
Kepler-1010 b,289.1926026,44.1493165,579.273
Kepler-588 b,284.2572531,47.6889081,1209.4
Kepler-1030 b,293.6819098,45.8175241,758.702
Kepler-982 b,288.4176803,46.5904531,801.479
Kepler-375 c,288.6178715,48.0983639,1238.81
Kepler-387 b,287.7982699,45.6567655,801.052
Kepler-123 c,296.9985853,42.7819633,1021.66
Kepler-774 b,291.0318604,38.211894,917.804
