pl_name,ra,dec,sy_dist
TrES-1 b,286.0408755,36.632536,159.658
WASP-1 b,5.1669536,31.9899732,393.072
TOI-1749 d,282.7372281,64.419466,99.5561
Kepler-450 c,295.4865821,51.0135237,455.982
Kepler-210 b,292.5034196,43.0832188,232.75
TOI-1468 b,16.6538724,19.2249195,24.7399
Kepler-858 b,288.8488552,51.2090375,298.532
TOI-2158 b,276.8100527,20.5268868,198.473
Kepler-522 b,288.153973,44.0688154,639.239
Kepler-46 d,289.2687388,42.6041819,777.06
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,5600.0
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,6100.0
OGLE-2019-BLG-1470L AB c,271.9492083,-27.0335556,5100.0
HD 142245 b,238.2342443,15.4306118,97.2305
HD 1502 b,4.8214389,14.054683,190.953
HD 28678 b,67.8560643,4.5752495,189.908
HD 5891 b,15.1383168,20.2923139,283.502
HD 82886 b,143.9383526,34.7805902,127.061
HD 116029 b,200.1646905,24.6484725,123.245
HD 99706 b,172.1261621,43.9662025,146.6
HD 163607 c,268.4181383,56.3924701,67.7855
HD 164509 b,270.3800811,0.1044685,53.1119
HD 181720 b,290.7212224,-32.9208401,60.2046
HD 103774 b,179.2310729,-12.1079951,56.4089
HD 109271 c,188.397397,-11.6215204,55.8716
Kepler-450 b,295.4865821,51.0135237,455.982
Kepler-522 b,288.153973,44.0688154,639.239
Kepler-450 d,295.4865821,51.0135237,455.982
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-495 b,285.9307362,39.0981201,658.924
HD 10647 b,25.6233526,-53.7412852,17.3357
HATS-48 A b,288.6720048,-59.5793505,263.609
HATS-7 b,208.8567465,-21.2078587,240.707
HATS-34 b,0.7744866,-62.4693167,508.842
HATS-34 b,0.7744866,-62.4693167,508.842
WASP-165 b,357.5806472,-17.0775947,602.236
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-856 b,289.6038379,46.3149097,1351.17
Kepler-65 d,288.6887221,41.1511076,303.728
Kepler-4 b,285.6154492,50.1357712,487.916
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 b,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 b,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 b,285.2836483,38.9472625,914.221
Kepler-30 b,285.2836483,38.9472625,914.221
Kepler-30 d,285.2836483,38.9472625,914.221
Kepler-30 d,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 d,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 c,285.2836483,38.9472625,914.221
Kepler-30 d,285.2836483,38.9472625,914.221
Kepler-46 d,289.2687388,42.6041819,777.06
Kepler-858 b,288.8488552,51.2090375,298.532
Kepler-46 d,289.2687388,42.6041819,777.06
Kepler-720 b,298.6356478,44.1709388,1065.37
TOI-2421 b,33.1540208,-35.3909182,327.927
HIP 57274 b,176.1705487,30.9576484,25.8618
HIP 57274 c,176.1705487,30.9576484,25.8618
Kepler-91 b,285.6729033,44.1167513,1294.69
PSR B1257+12 c,195.0149029,12.6823534,600.0
PSR B1257+12 c,195.0149029,12.6823534,600.0
BD+15 2940 b,240.09564,15.5467507,426.42
mu Leo b,148.1898673,26.0067142,32.6081
CoRoT-9 b,280.7866461,6.2040783,412.98
HAT-P-24 b,108.8251171,14.2626064,415.344
WASP-48 b,291.1623865,55.4730273,454.144
WASP-26 b,4.6030424,-15.2674044,252.759
HATS-6 b,88.1468079,-19.0316268,169.318
WASP-70 A b,315.4771912,-13.4333821,222.355
WASP-83 b,190.1519558,-19.2843527,271.103
HAT-P-36 b,188.2662048,44.9153672,294.419
WASP-35 b,76.0818912,-6.2297801,202.218
HAT-P-59 b,292.4588212,62.5291892,265.471
HATS-35 b,296.688442,-63.5656488,514.555
HATS-52 b,140.0875894,-31.2692116,555.134
WASP-84 c,131.1069959,1.8598933,100.588
HAT-P-31 b,271.5376722,26.4266061,344.05
Kepler-18 d,298.0794448,44.746248,433.047
WASP-45 b,5.2377567,-35.998465,211.196
Kepler-7 b,288.5814928,41.0897335,922.562
Kepler-105 b,287.8872376,46.2761224,459.223
HAT-P-3 b,206.0940142,48.028565,134.554
HAT-P-8 b,343.0414932,35.4471778,211.553
HATS-23 b,286.36675,-50.0673496,639.004
Kepler-12 b,286.2434458,50.0403671,881.386
WASP-67 b,295.7438485,-19.9497314,189.469
HATS-43 b,80.5382418,-30.9708179,362.273
WASP-71 b,29.2634506,0.7588247,362.715
HAT-P-20 b,111.9164295,24.3361185,71.0374
KELT-17 b,125.617407,13.7353093,226.5
WASP-192 b,223.6587187,-38.7445469,508.885
HATS-57 b,60.9482779,-19.0568182,279.485
Kepler-105 c,287.8872376,46.2761224,459.223
HATS-72 b,339.0258401,-17.0003046,127.589
GJ 436 b,175.5505363,26.7030669,9.75321
HAT-P-5 b,274.4055335,36.6214617,303.336
KELT-11 b,161.7069053,-9.3993646,99.1596
KOI-94 e,297.3330716,41.8911186,477.052
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-210 c,292.5034196,43.0832188,232.75
HAT-P-29 b,33.1310921,51.7787754,313.576
HATS-42 b,108.4523991,-33.4373462,800.377
HAT-P-29 b,33.1310921,51.7787754,313.576
TOI-905 b,227.6586754,-71.3616316,158.649
WASP-117 b,36.7758112,-50.2844247,157.963
WASP-114 b,327.6656953,10.4629385,523.337
GJ 436 b,175.5505363,26.7030669,9.75321
KELT-11 b,161.7069053,-9.3993646,99.1596
WASP-170 b,135.4163028,-20.7203686,305.603
TOI-892 b,86.738228,-11.2353401,340.543
WASP-119 b,55.9336392,-65.19378,302.448
KOI-94 c,297.3330716,41.8911186,477.052
HATS-51 b,102.8474248,-29.0586551,389.57
WASP-29 b,357.8791976,-39.9071215,87.5953
TOI-201 b,87.4017825,-54.910423,113.825
Kepler-105 b,287.8872376,46.2761224,459.223
HATS-42 b,108.4523991,-33.4373462,800.377
HAT-P-31 b,271.5376722,26.4266061,344.05
Kepler-18 b,298.0794448,44.746248,433.047
WASP-105 b,24.1678686,-50.659308,169.272
HAT-P-20 b,111.9164295,24.3361185,71.0374
HD 202772 A b,319.6995877,-26.6163743,161.498
XO-3 b,65.4695814,57.8172095,213.053
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 c,285.5739904,38.4008192,628.257
Kepler-9 c,285.5739904,38.4008192,628.257
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 b,296.4797624,49.9376486,783.831
CoRoT-1 b,102.0798591,-3.1021394,787.909
KELT-1 b,0.3620995,39.3837953,268.43
Kepler-9 d,285.5739904,38.4008192,628.257
Kepler-9 b,285.5739904,38.4008192,628.257
TrES-4 b,268.3043361,37.2117397,515.98
HD 219666 b,349.5592665,-56.9039857,94.1719
WASP-178 b,227.270329,-42.7049658,427.678
HAT-P-44 b,213.1438604,47.0147826,347.85
Kepler-1651 b,283.6282602,48.3908081,66.4074
Kepler-100 b,291.3861294,41.9901394,304.645
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-210 b,292.5034196,43.0832188,232.75
Kepler-210 c,292.5034196,43.0832188,232.75
Kepler-91 b,285.6729033,44.1167513,1294.69
Kepler-450 c,295.4865821,51.0135237,455.982
Kepler-91 b,285.6729033,44.1167513,1294.69
TOI-942 c,76.6496172,-20.2456126,152.601
WASP-182 b,311.673345,-41.8209828,327.602
HATS-28 b,284.3997616,-49.1385126,535.383
DENIS-P J082303.1-491201 b,125.7620668,-49.2003008,
Kepler-720 b,298.6356478,44.1709388,1065.37
Kepler-4 b,285.6154492,50.1357712,487.916
TOI-4342 b,324.3894196,-77.9791468,61.5204
LP 890-9 b,64.1309096,-28.3157909,32.4298
Kepler-24 c,290.4132621,38.3437283,1156.81
TOI-277 b,19.0766985,-20.9532772,64.6692
HD 65216 c,118.4209646,-63.6466892,35.1205
HD 50499 b,103.008075,-33.915267,46.2845
DH Tau b,67.4231674,26.5493897,134.846
Kepler-33 c,289.0775348,46.0051696,1209.16
Kepler-33 c,289.0775348,46.0051696,1209.16
Kepler-33 d,289.0775348,46.0051696,1209.16
TOI-1468 c,16.6538724,19.2249195,24.7399
TOI-1696 b,65.280648,48.8198312,64.9172
HIP 65426 b,201.1501727,-51.5045384,108.875
GJ 367 c,146.121464,-45.7790165,9.41263
GJ 367 d,146.121464,-45.7790165,9.41263
GJ 3090 b,20.4384281,-46.7147234,22.4751
Kepler-4 b,285.6154492,50.1357712,487.916
Kepler-858 b,288.8488552,51.2090375,298.532
Kepler-4 b,285.6154492,50.1357712,487.916
HATS-71 b,15.5518893,-61.7561333,140.225
WASP-184 b,209.51701,-30.348153,663.231
91 Aqr b,348.9745031,-9.0878076,44.0304
Kepler-109 c,290.3926795,40.2849074,474.861
Kepler-48 c,299.1393094,40.948939,306.738
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-57 c,293.6413146,44.6570692,644.14
Kepler-305 c,299.2242557,40.343167,868.477
HIP 9618 c,30.9050061,21.2813274,67.5478
Kepler-102 d,281.4824731,47.2078263,107.796
Kepler-25 c,286.6383905,39.4879038,243.249
Kepler-25 b,286.6383905,39.4879038,243.249
Kepler-113 c,287.9978721,50.9441847,262.351
Kepler-113 b,287.9978721,50.9441847,262.351
Kepler-48 d,299.1393094,40.948939,306.738
Kepler-103 c,288.9845512,40.0644857,494.832
Kepler-98 b,285.6616933,37.9645672,350.315
Kepler-131 b,288.5308924,40.942373,228.678
Kepler-99 b,297.3539994,41.3000452,208.369
Kepler-406 b,291.8481764,44.9682807,364.03
Kepler-407 b,286.0363025,49.6145027,338.368
LP 890-9 c,64.1309096,-28.3157909,32.4298
Kepler-855 b,295.0949565,43.537565,1506.58
Kepler-4 b,285.6154492,50.1357712,487.916
TOI-1696 b,65.280648,48.8198312,64.9172
TOI-1470 c,10.0891431,61.2133868,51.9503
Kepler-49 c,292.2945208,40.5918123,311.222
Kepler-85 e,290.9734395,45.2902761,765.025
Kepler-85 e,290.9734395,45.2902761,765.025
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-37 c,284.0592503,44.5183733,63.9207
Kepler-57 c,293.6413146,44.6570692,644.14
Kepler-57 b,293.6413146,44.6570692,644.14
Kepler-57 c,293.6413146,44.6570692,644.14
Kepler-85 b,290.9734395,45.2902761,765.025
TOI-2076 b,217.3920159,39.7903991,41.9091
TOI-2076 c,217.3920159,39.7903991,41.9091
TOI-1246 d,251.1158702,70.4299917,169.422
TOI-1246 e,251.1158702,70.4299917,169.422
TOI-1174 b,209.2171751,68.6182106,94.6375
TOI-1347 b,280.3266806,70.2900536,147.476
HIP 9618 c,30.9050061,21.2813274,67.5478
TOI-2048 b,237.9241066,52.3063083,116.567
HD 63433 c,117.4793699,27.3631342,22.4035
HD 63433 d,117.4793699,27.3631342,22.4035
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 b,285.5739904,38.4008192,628.257
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 c,296.4797624,49.9376486,783.831
HD 97658 b,168.6376584,25.7105962,21.5618
CoRoT-1 b,102.0798591,-3.1021394,787.909
TrES-4 b,268.3043361,37.2117397,515.98
TOI-663 b,160.0658525,-8.5110827,64.2308
TOI-663 b,160.0658525,-8.5110827,64.2308
KELT-1 b,0.3620995,39.3837953,268.43
TOI-663 c,160.0658525,-8.5110827,64.2308
TOI-663 c,160.0658525,-8.5110827,64.2308
TOI-663 d,160.0658525,-8.5110827,64.2308
TOI-663 d,160.0658525,-8.5110827,64.2308
Kepler-38 b,286.830312,42.2791434,1174.59
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-24 d,290.4132621,38.3437283,1156.81
Kepler-186 c,298.652736,43.9549884,177.594
Kepler-186 c,298.652736,43.9549884,177.594
Kepler-76 b,294.1921185,39.6189727,822.96
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-85 b,290.9734395,45.2902761,765.025
Kepler-20 f,287.6979913,42.3385782,282.563
Kepler-37 e,284.0592503,44.5183733,63.9207
Kepler-57 c,293.6413146,44.6570692,644.14
Kepler-128 c,282.4922622,43.9802442,396.379
Kepler-186 e,298.652736,43.9549884,177.594
Kepler-186 e,298.652736,43.9549884,177.594
Kepler-85 c,290.9734395,45.2902761,765.025
Kepler-305 c,299.2242557,40.343167,868.477
Kepler-305 c,299.2242557,40.343167,868.477
Kepler-49 b,292.2945208,40.5918123,311.222
Kepler-538 b,297.4865503,49.6233975,155.956
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-186 d,298.652736,43.9549884,177.594
Kepler-186 d,298.652736,43.9549884,177.594
Kepler-36 b,291.2501859,49.2318073,527.956
Kepler-36 c,291.2501859,49.2318073,527.956
Kepler-36 c,291.2501859,49.2318073,527.956
Kepler-23 d,294.2189131,49.4792536,835.756
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 d,294.2189131,49.4792536,835.756
HD 63433 c,117.4793699,27.3631342,22.4035
HD 191939 c,302.0256247,66.8503014,53.6089
TOI-849 b,28.7157956,-29.4217086,225.734
TOI-561 b,148.1851516,6.216103,85.799
TOI-178 e,7.3020115,-30.4541159,62.699
Kepler-24 b,290.4132621,38.3437283,1156.81
Kepler-24 c,290.4132621,38.3437283,1156.81
Kepler-24 d,290.4132621,38.3437283,1156.81
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-49 b,292.2945208,40.5918123,311.222
Kepler-49 e,292.2945208,40.5918123,311.222
Kepler-20 e,287.6979913,42.3385782,282.563
Kepler-20 c,287.6979913,42.3385782,282.563
Kepler-20 d,287.6979913,42.3385782,282.563
Kepler-20 b,287.6979913,42.3385782,282.563
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-28 b,292.1370409,42.4294835,438.359
Kepler-28 b,292.1370409,42.4294835,438.359
Kepler-128 b,282.4922622,43.9802442,396.379
Kepler-128 b,282.4922622,43.9802442,396.379
Kepler-186 e,298.652736,43.9549884,177.594
Kepler-186 d,298.652736,43.9549884,177.594
Kepler-186 d,298.652736,43.9549884,177.594
Kepler-78 b,293.7419543,44.4482521,124.376
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-51 b,296.4797624,49.9376486,783.831
OGLE-2019-BLG-0362L b,263.46525,-24.8103611,5830.0
Kepler-49 b,292.2945208,40.5918123,311.222
Kepler-432 b,293.2822344,48.2859173,848.023
Kepler-23 b,294.2189131,49.4792536,835.756
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,8120.0
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,8060.0
Kepler-57 c,293.6413146,44.6570692,644.14
Kepler-186 e,298.652736,43.9549884,177.594
Kepler-20 b,287.6979913,42.3385782,282.563
TOI-1244 b,256.279559,69.519093,102.551
TOI-1249 b,200.5615762,66.3085331,139.49
TOI-1422 b,354.240829,39.6392793,155.141
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-305 b,299.2242557,40.343167,868.477
Kepler-37 c,284.0592503,44.5183733,63.9207
TOI-1723 b,116.7971978,68.4766845,100.727
TOI-1775 b,150.1151015,39.4577506,149.234
TOI-1801 b,175.5755995,23.0270335,30.6796
HD 191939 b,302.0256247,66.8503014,53.6089
Kepler-37 d,284.0592503,44.5183733,63.9207
TOI-561 b,148.1851516,6.216103,85.799
Kepler-20 d,287.6979913,42.3385782,282.563
Kepler-37 d,284.0592503,44.5183733,63.9207
HD 63433 c,117.4793699,27.3631342,22.4035
HD 63433 b,117.4793699,27.3631342,22.4035
Kepler-20 g,287.6979913,42.3385782,282.563
Kepler-128 c,282.4922622,43.9802442,396.379
OGLE-2016-BLG-1093L b,269.0042917,-32.7134722,7930.0
CoRoT-1 b,102.0798591,-3.1021394,787.909
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 d,285.5739904,38.4008192,628.257
Kepler-9 d,285.5739904,38.4008192,628.257
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-9 d,285.5739904,38.4008192,628.257
CoRoT-1 b,102.0798591,-3.1021394,787.909
TrES-4 b,268.3043361,37.2117397,515.98
TrES-4 b,268.3043361,37.2117397,515.98
TOI-674 b,164.5865592,-36.8581092,46.0851
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-24 c,290.4132621,38.3437283,1156.81
Kepler-24 c,290.4132621,38.3437283,1156.81
Kepler-36 b,291.2501859,49.2318073,527.956
Kepler-78 b,293.7419543,44.4482521,124.376
Kepler-453 b,283.2413322,46.3784691,442.846
Kepler-128 b,282.4922622,43.9802442,396.379
OGLE-2014-BLG-0124L b,270.6217083,-28.39625,3500.0
Kepler-432 b,293.2822344,48.2859173,848.023
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-432 b,293.2822344,48.2859173,848.023
Kepler-94 c,281.1947316,47.4972606,191.904
Kepler-97 c,287.3265292,48.6733443,400.907
Kepler-407 c,286.0363025,49.6145027,338.368
Kepler-56 c,293.7583002,41.871807,912.994
Kepler-11 c,297.1150949,41.9091092,646.346
Kepler-25 c,286.6383905,39.4879038,243.249
Kepler-25 b,286.6383905,39.4879038,243.249
Kepler-11 f,297.1150949,41.9091092,646.346
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
TrES-2 b,286.8085258,49.3164211,215.32
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-51 c,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-51 d,296.4797624,49.9376486,783.831
Kepler-9 c,285.5739904,38.4008192,628.257
Kepler-9 c,285.5739904,38.4008192,628.257
Kepler-9 b,285.5739904,38.4008192,628.257
Kepler-102 e,281.4824731,47.2078263,107.796
Kepler-10 b,285.679298,50.2414842,185.506
Kepler-10 c,285.679298,50.2414842,185.506
Kepler-94 b,281.1947316,47.4972606,191.904
Kepler-103 c,288.9845512,40.0644857,494.832
Kepler-98 b,285.6616933,37.9645672,350.315
Kepler-99 b,297.3539994,41.3000452,208.369
Kepler-104 c,287.6046621,42.1665104,400.785
TOI-1246 b,251.1158702,70.4299917,169.422
Kepler-130 d,288.4505905,40.2452006,316.663
Kepler-92 c,289.0860607,41.5630224,477.992
LTT 1445 A b,45.4624781,-16.5944956,6.86929
LTT 1445 A b,45.4624781,-16.5944956,6.86929
HD 63433 c,117.4793699,27.3631342,22.4035
HD 63433 c,117.4793699,27.3631342,22.4035
TOI-178 c,7.3020115,-30.4541159,62.699
TOI-1807 b,201.2826259,38.9223671,42.5775
TOI-2076 d,217.3920159,39.7903991,41.9091
HIP 94235 b,287.7411441,-60.2726358,58.5146
TOI-1194 b,167.8214811,69.9647749,149.667
TOI-2194 b,299.1563393,-31.3351812,19.5711
Kepler-23 d,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-20 e,287.6979913,42.3385782,282.563
Kepler-197 e,295.2264739,50.5592348,330.575
Kepler-56 c,293.7583002,41.871807,912.994
Kepler-65 d,288.6887221,41.1511076,303.728
Kepler-100 d,291.3861294,41.9901394,304.645
Kepler-102 b,281.4824731,47.2078263,107.796
Kepler-408 b,284.7862158,48.4232622,88.7832
Kepler-411 c,287.6057027,49.5233937,153.676
Kepler-314 c,294.6741507,42.0756037,268.881
Kepler-56 b,293.7583002,41.871807,912.994
Kepler-338 b,282.9790593,40.7844188,552.798
Kepler-65 b,288.6887221,41.1511076,303.728
Kepler-444 c,289.7528323,41.631884,36.4396
Kepler-444 d,289.7528323,41.631884,36.4396
Kepler-403 c,289.9214256,46.7445267,840.269
Kepler-444 f,289.7528323,41.631884,36.4396
Kepler-197 e,295.2264739,50.5592348,330.575
Kepler-220 d,291.5060432,46.8956262,171.109
Kepler-220 e,291.5060432,46.8956262,171.109
Kepler-129 c,285.3111845,47.8484775,408.845
Kepler-334 d,287.1406177,47.1151153,426.59
Kepler-338 c,282.9790593,40.7844188,552.798
Kepler-338 d,282.9790593,40.7844188,552.798
Kepler-106 d,300.864006,44.3375497,444.322
Kepler-403 d,289.9214256,46.7445267,840.269
Kepler-95 b,284.4824281,44.397891,445.656
Kepler-102 e,281.4824731,47.2078263,107.796
Kepler-94 b,281.1947316,47.4972606,191.904
Kepler-50 b,288.1009312,50.0336844,250.11
Kepler-507 b,297.0188074,50.409046,391.644
Kepler-92 b,289.0860607,41.5630224,477.992
Kepler-134 b,284.7391156,49.5984448,334.797
Kepler-454 b,287.4786474,38.2290751,230.869
Kepler-103 b,288.9845512,40.0644857,494.832
Kepler-48 b,299.1393094,40.948939,306.738
Kepler-197 c,295.2264739,50.5592348,330.575
Kepler-100 c,291.3861294,41.9901394,304.645
Kepler-11 c,297.1150949,41.9091092,646.346
Kepler-11 g,297.1150949,41.9091092,646.346
Kepler-145 c,291.3877397,44.5290465,566.85
Kepler-197 b,295.2264739,50.5592348,330.575
Kepler-62 d,283.2125621,45.3496992,300.874
Kepler-102 e,281.4824731,47.2078263,107.796
Kepler-409 b,293.6792058,46.8527337,68.173
Kepler-334 c,287.1406177,47.1151153,426.59
Kepler-100 b,291.3861294,41.9901394,304.645
Kepler-11 b,297.1150949,41.9091092,646.346
KOI-351 d,284.4334642,49.3051239,848.254
Kepler-50 c,288.1009312,50.0336844,250.11
Kepler-411 c,287.6057027,49.5233937,153.676
Kepler-1130 b,285.207421,45.384333,249.343
Kepler-56 b,293.7583002,41.871807,912.994
Kepler-444 b,289.7528323,41.631884,36.4396
Kepler-444 e,289.7528323,41.631884,36.4396
Kepler-444 f,289.7528323,41.631884,36.4396
Kepler-92 c,289.0860607,41.5630224,477.992
Kepler-139 d,282.3919451,43.8894167,391.038
Kepler-220 e,291.5060432,46.8956262,171.109
Kepler-403 b,289.9214256,46.7445267,840.269
Kepler-334 d,287.1406177,47.1151153,426.59
Kepler-338 d,282.9790593,40.7844188,552.798
Kepler-338 e,282.9790593,40.7844188,552.798
Kepler-403 d,289.9214256,46.7445267,840.269
Kepler-50 b,288.1009312,50.0336844,250.11
Kepler-48 c,299.1393094,40.948939,306.738
Kepler-220 c,291.5060432,46.8956262,171.109
Kepler-25 c,286.6383905,39.4879038,243.249
Kepler-25 b,286.6383905,39.4879038,243.249
Kepler-65 c,288.6887221,41.1511076,303.728
Kepler-113 b,287.9978721,50.9441847,262.351
Kepler-56 c,293.7583002,41.871807,912.994
Kepler-538 b,297.4865503,49.6233975,155.956
Kepler-538 b,297.4865503,49.6233975,155.956
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-24 b,290.4132621,38.3437283,1156.81
Kepler-24 d,290.4132621,38.3437283,1156.81
Kepler-24 d,290.4132621,38.3437283,1156.81
Kepler-19 d,290.4209694,37.8516556,218.562
Kepler-47 b,295.2978883,46.9204303,1025.02
Kepler-36 b,291.2501859,49.2318073,527.956
Kepler-36 c,291.2501859,49.2318073,527.956
Kepler-36 c,291.2501859,49.2318073,527.956
Kepler-36 b,291.2501859,49.2318073,527.956
Kepler-36 c,291.2501859,49.2318073,527.956
Kepler-36 b,291.2501859,49.2318073,527.956
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 c,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 b,294.2189131,49.4792536,835.756
Kepler-23 d,294.2189131,49.4792536,835.756
Kepler-24 b,290.4132621,38.3437283,1156.81
Kepler-24 e,290.4132621,38.3437283,1156.81
Kepler-1658 b,294.3565559,38.9473424,788.238
Kepler-76 b,294.1921185,39.6189727,822.96
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-305 e,299.2242557,40.343167,868.477
Kepler-305 b,299.2242557,40.343167,868.477
Kepler-305 c,299.2242557,40.343167,868.477
Kepler-305 e,299.2242557,40.343167,868.477
Kepler-305 b,299.2242557,40.343167,868.477
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-305 d,299.2242557,40.343167,868.477
Kepler-49 e,292.2945208,40.5918123,311.222
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-49 c,292.2945208,40.5918123,311.222
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-49 c,292.2945208,40.5918123,311.222
Kepler-49 d,292.2945208,40.5918123,311.222
Kepler-49 c,292.2945208,40.5918123,311.222
Kepler-49 b,292.2945208,40.5918123,311.222
Kepler-49 b,292.2945208,40.5918123,311.222
Kepler-20 c,287.6979913,42.3385782,282.563
Kepler-20 g,287.6979913,42.3385782,282.563
Kepler-20 b,287.6979913,42.3385782,282.563
Kepler-20 f,287.6979913,42.3385782,282.563
Kepler-20 d,287.6979913,42.3385782,282.563
Kepler-20 e,287.6979913,42.3385782,282.563
Kepler-20 b,287.6979913,42.3385782,282.563
Kepler-20 b,287.6979913,42.3385782,282.563
Kepler-20 c,287.6979913,42.3385782,282.563
Kepler-20 d,287.6979913,42.3385782,282.563
Kepler-20 c,287.6979913,42.3385782,282.563
Kepler-20 e,287.6979913,42.3385782,282.563
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-28 b,292.1370409,42.4294835,438.359
Kepler-28 c,292.1370409,42.4294835,438.359
Kepler-28 b,292.1370409,42.4294835,438.359
Kepler-128 c,282.4922622,43.9802442,396.379
Kepler-128 c,282.4922622,43.9802442,396.379
Kepler-128 b,282.4922622,43.9802442,396.379
Kepler-128 b,282.4922622,43.9802442,396.379
Kepler-128 b,282.4922622,43.9802442,396.379
Kepler-128 c,282.4922622,43.9802442,396.379
Kepler-10 b,285.679298,50.2414842,185.506
Kepler-90 i,284.4334642,49.3051239,848.254
Kepler-35 b,294.496955,46.6896733,1819.17
TOI-1444 b,305.4749252,70.9437054,125.463
Kepler-56 d,293.7583002,41.871807,912.994
Kepler-56 b,293.7583002,41.871807,912.994
HD 63433 b,117.4793699,27.3631342,22.4035
HD 63433 c,117.4793699,27.3631342,22.4035
TOI-2076 b,217.3920159,39.7903991,41.9091
TOI-2076 b,217.3920159,39.7903991,41.9091
TOI-2076 b,217.3920159,39.7903991,41.9091
TOI-1518 b,352.2675207,67.0348062,225.888
HD 63935 c,117.9246417,9.3852412,48.9739
HD 63935 c,117.9246417,9.3852412,48.9739
TOI-1759 b,326.8516615,62.7538164,40.0654
TOI-1246 c,251.1158702,70.4299917,169.422
TOI-1246 c,251.1158702,70.4299917,169.422
HD 93963 A b,162.7766969,25.641065,82.3432
Kepler-11 e,297.1150949,41.9091092,646.346
